,Unnamed: 0,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,year,month,day
94396,94396,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,11,Meant To Be,Bebe Rexha & Florida Georgia Line,Meant To BeBebe Rexha & Florida Georgia Line,1,12.0,11,14,2018,2,10
94526,94526,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,14,MotorSport,"Migos, Nicki Minaj & Cardi B","MotorSportMigos, Nicki Minaj & Cardi B",1,8.0,6,14,2018,2,17
94550,94550,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,14,Let You Down,NF,Let You DownNF,1,14.0,14,14,2018,2,3
94642,94642,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,16,I Get The Bag,Gucci Mane Featuring Migos,I Get The BagGucci Mane Featuring Migos,1,16.0,11,14,2017,12,9
94674,94674,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,16,Friends,Marshmello & Anne-Marie,FriendsMarshmello & Anne-Marie,1,21.0,16,14,2018,5,26
94702,94702,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,17,Mine,Bazzi,MineBazzi,1,14.0,11,14,2018,5,5
94769,94769,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,18,Him & I,G-Eazy & Halsey,Him & IG-Eazy & Halsey,1,15.0,14,14,2018,3,24
94979,94979,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,22,How Long,Charlie Puth,How LongCharlie Puth,1,23.0,22,14,2018,1,27
95006,95006,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,23,I Fall Apart,Post Malone,I Fall ApartPost Malone,1,16.0,16,14,2018,1,13
95077,95077,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,25,Gummo,6ix9ine,Gummo6ix9ine,1,28.0,12,14,2018,3,3
95317,95317,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,30,Marry Me,Thomas Rhett,Marry MeThomas Rhett,1,33.0,30,14,2018,3,24
95756,95756,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,41,Lights Down Low,MAX Featuring gnash,Lights Down LowMAX Featuring gnash,1,47.0,41,14,2018,1,27
95800,95800,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,43,Dura,Daddy Yankee,DuraDaddy Yankee,1,54.0,43,14,2018,5,19
95804,95804,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,44,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift,1,31.0,1,14,2017,12,9
95890,95890,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,46,Lemon,N*E*R*D & Rihanna,LemonN*E*R*D & Rihanna,1,44.0,40,14,2018,2,24
95896,95896,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,46,Like I Loved You,Brett Young,Like I Loved YouBrett Young,1,56.0,46,14,2018,1,13
95974,95974,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,49,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake","King's DeadJay Rock, Kendrick Lamar, Future & James Blake",1,47.0,21,14,2018,4,28
96150,96150,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,54,Greatest Love Story,LANCO,Greatest Love StoryLANCO,1,48.0,45,14,2017,12,23
96178,96178,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,55,Five More Minutes,Scotty McCreery,Five More MinutesScotty McCreery,1,55.0,44,14,2018,3,24
96297,96297,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,58,Light It Up,Luke Bryan,Light It UpLuke Bryan,1,59.0,58,14,2017,12,16
96353,96353,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,60,IDGAF,Dua Lipa,IDGAFDua Lipa,1,64.0,54,14,2018,4,28
96356,96356,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,60,I'll Name The Dogs,Blake Shelton,I'll Name The DogsBlake Shelton,1,63.0,58,14,2017,12,30
96391,96391,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,61,I Like Me Better,Lauv,I Like Me BetterLauv,1,72.0,61,14,2018,5,26
96462,96462,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,63,Losing Sleep,Chris Young,Losing SleepChris Young,1,76.0,63,14,2018,1,13
96592,96592,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,68,New Freezer,Rich The Kid Featuring Kendrick Lamar,New FreezerRich The Kid Featuring Kendrick Lamar,1,61.0,41,14,2018,5,12
96771,96771,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,74,Most People Are Good,Luke Bryan,Most People Are GoodLuke Bryan,1,62.0,43,14,2018,5,12
96875,96875,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,79,Echame La Culpa,Luis Fonsi & Demi Lovato,Echame La CulpaLuis Fonsi & Demi Lovato,1,76.0,47,14,2018,3,10
96907,96907,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,81,F**k Love,XXXTENTACION Featuring Trippie Redd,F**k LoveXXXTENTACION Featuring Trippie Redd,1,80.0,41,14,2017,12,16
96992,96992,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,85,Jocelyn Flores,XXXTENTACION,Jocelyn FloresXXXTENTACION,1,83.0,31,14,2017,12,16
96994,96994,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,85,Dusk Till Dawn,Zayn Featuring Sia,Dusk Till DawnZayn Featuring Sia,1,78.0,44,14,2017,12,30
97164,97164,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,94,El Farsante,Ozuna & Romeo Santos,El FarsanteOzuna & Romeo Santos,1,87.0,49,14,2018,5,12
97785,97785,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,96,No Smoke,YoungBoy Never Broke Again,No SmokeYoungBoy Never Broke Again,1,,96,1,2017,12,9
97786,97786,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,96,I Like Me Better,Lauv,I Like Me BetterLauv,1,,96,1,2018,2,24
98189,98189,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,97,Marry Me,Thomas Rhett,Marry MeThomas Rhett,1,,97,1,2017,12,23
98190,98190,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,97,Mercy,Brett Young,MercyBrett Young,1,,97,1,2018,5,19
98664,98664,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,98,Legends,Kelsea Ballerini,LegendsKelsea Ballerini,1,,98,1,2017,12,16
98665,98665,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,98,Five More Minutes,Scotty McCreery,Five More MinutesScotty McCreery,1,,98,1,2017,12,23
98666,98666,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,98,El Bano,Enrique Iglesias Featuring Bad Bunny,El BanoEnrique Iglesias Featuring Bad Bunny,1,,98,1,2018,1,27
99137,99137,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,99,Make Me Feel,Janelle Monae,Make Me FeelJanelle Monae,1,,99,1,2018,3,10
99138,99138,https://www.billboard.com/charts/hot-100/2018-03-17,2018-03-17,99,I Lived It,Blake Shelton,I Lived ItBlake Shelton,1,,99,1,2018,3,17
99139,99139,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,99,Gotti,6ix9ine,Gotti6ix9ine,1,,99,1,2018,4,28
99597,99597,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,100,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,Faking ItCalvin Harris Featuring Kehlani & Lil Yachty,1,,100,1,2017,12,9
99598,99598,https://www.billboard.com/charts/hot-100/2018-03-31,2018-03-31,100,Everybody Hates Me,The Chainsmokers,Everybody Hates MeThe Chainsmokers,1,,100,1,2018,3,31
99599,99599,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,100,No Roots,Alice Merton,No RootsAlice Merton,1,,100,1,2018,4,7
99600,99600,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,100,Focus,H.E.R.,FocusH.E.R.,1,,100,1,2018,4,14
99617,99617,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,1,God's Plan,Drake,God's PlanDrake,1,1.0,1,2,2018,2,10
99618,99618,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,1,Nice For What,Drake,Nice For WhatDrake,1,1.0,1,2,2018,4,28
99649,99649,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,3,Finesse,Bruno Mars & Cardi B,FinesseBruno Mars & Cardi B,1,35.0,3,2,2018,1,20
99661,99661,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,5,Look Alive,BlocBoy JB Featuring Drake,Look AliveBlocBoy JB Featuring Drake,1,6.0,5,2,2018,3,3
99697,99697,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,8,Freaky Friday,Lil Dicky Featuring Chris Brown,Freaky FridayLil Dicky Featuring Chris Brown,1,9.0,8,2,2018,4,7
99704,99704,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,9,I Like It,"Cardi B, Bad Bunny & J Balvin","I Like ItCardi B, Bad Bunny & J Balvin",1,8.0,8,2,2018,4,28
99712,99712,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,10,No Tears Left To Cry,Ariana Grande,No Tears Left To CryAriana Grande,1,3.0,3,2,2018,5,12
99930,99930,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,22,In My Blood,Shawn Mendes,In My BloodShawn Mendes,1,72.0,22,2,2018,4,7
99989,99989,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,26,Him & I,G-Eazy & Halsey,Him & IG-Eazy & Halsey,1,21.0,21,2,2017,12,30
100041,100041,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,29,Filthy,Justin Timberlake,FilthyJustin Timberlake,1,9.0,9,2,2018,1,27
100056,100056,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,29,Everyday,Logic & Marshmello,EverydayLogic & Marshmello,1,43.0,29,2,2018,3,24
100062,100062,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,29,Gummo,6ix9ine,Gummo6ix9ine,1,58.0,29,2,2017,12,9
100140,100140,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,33,Drip,Cardi B Featuring Migos,DripCardi B Featuring Migos,1,21.0,21,2,2018,4,28
100279,100279,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,37,Esskeetit,Lil Pump,EsskeetitLil Pump,1,24.0,24,2,2018,5,5
100491,100491,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,41,Mine,Bazzi,MineBazzi,1,56.0,41,2,2018,2,10
100519,100519,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,42,I Do,Cardi B Featuring SZA,I DoCardi B Featuring SZA,1,23.0,23,2,2018,4,28
100593,100593,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,43,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie","KEKE6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",1,64.0,43,2,2018,2,3
100621,100621,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,44,KOD,J. Cole,KODJ. Cole,1,10.0,10,2,2018,5,12
100862,100862,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,48,Kevin's Heart,J. Cole,Kevin's HeartJ. Cole,1,8.0,8,2,2018,5,12
100865,100865,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,48,Moonlight,XXXTENTACION,MoonlightXXXTENTACION,1,35.0,35,2,2018,4,7
101012,101012,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,49,El Farsante,Ozuna & Romeo Santos,El FarsanteOzuna & Romeo Santos,1,92.0,49,2,2018,2,17
101015,101015,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,50,Narcos,Migos,NarcosMigos,1,36.0,36,2,2018,2,17
101029,101029,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,50,Kooda,6ix9ine,Kooda6ix9ine,1,61.0,50,2,2017,12,30
101297,101297,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,53,Japan,Famous Dex,JapanFamous Dex,1,70.0,53,2,2018,4,14
101514,101514,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,55,Nowadays,Lil Skies Featuring Landon Cube,NowadaysLil Skies Featuring Landon Cube,1,85.0,55,2,2018,1,27
101742,101742,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,58,Love Lies,Khalid & Normani,Love LiesKhalid & Normani,1,43.0,43,2,2018,3,10
101783,101783,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,58,Friends,Marshmello & Anne-Marie,FriendsMarshmello & Anne-Marie,1,72.0,58,2,2018,3,3
102077,102077,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,60,New Freezer,Rich The Kid Featuring Kendrick Lamar,New FreezerRich The Kid Featuring Kendrick Lamar,1,75.0,60,2,2018,2,17
102140,102140,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,61,La Modelo,Ozuna x Cardi B,La ModeloOzuna x Cardi B,1,52.0,52,2,2018,1,13
102219,102219,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,61,Dura,Daddy Yankee,DuraDaddy Yankee,1,81.0,61,2,2018,2,24
102530,102530,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,64,One Kiss,Calvin Harris & Dua Lipa,One KissCalvin Harris & Dua Lipa,1,62.0,62,2,2018,4,28
103002,103002,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,67,No Excuses,Meghan Trainor,No ExcusesMeghan Trainor,1,46.0,46,2,2018,3,24
103714,103714,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,71,Motiv8,J. Cole,Motiv8J. Cole,1,15.0,15,2,2018,5,12
103716,103716,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,71,MIC Drop,BTS Featuring Desiigner,MIC DropBTS Featuring Desiigner,1,28.0,28,2,2017,12,23
103938,103938,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,72,Notice Me,Migos Featuring Post Malone,Notice MeMigos Featuring Post Malone,1,52.0,52,2,2018,2,17
104299,104299,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,73,One Number Away,Luke Combs,One Number AwayLuke Combs,1,84.0,73,2,2018,4,7
104867,104867,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,76,Echame La Culpa,Luis Fonsi & Demi Lovato,Echame La CulpaLuis Fonsi & Demi Lovato,1,47.0,47,2,2017,12,16
105127,105127,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,77,Get Up 10,Cardi B,Get Up 10Cardi B,1,38.0,38,2,2018,4,28
105130,105130,https://www.billboard.com/charts/hot-100/2018-03-31,2018-03-31,77,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,NBAYoungboatLil Yachty Featuring NBA YoungBoy,1,63.0,63,2,2018,3,31
105483,105483,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,78,Get Along,Kenny Chesney,Get AlongKenny Chesney,1,85.0,78,2,2018,4,28
105680,105680,https://www.billboard.com/charts/hot-100/2017-12-02,2017-12-02,79,Lemon,N*E*R*D & Rihanna,LemonN*E*R*D & Rihanna,1,65.0,65,2,2017,12,2
105702,105702,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,79,Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,Gucci Flip FlopsBhad Bhabie Featuring Lil Yachty,1,80.0,79,2,2018,5,26
106695,106695,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,83,End Game,Taylor Swift Featuring Ed Sheeran & Future,End GameTaylor Swift Featuring Ed Sheeran & Future,1,86.0,83,2,2017,12,16
106771,106771,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,83,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake","King's DeadJay Rock, Kendrick Lamar, Future & James Blake",1,91.0,83,2,2018,2,3
106870,106870,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,84,My Dawg,Lil Baby,My DawgLil Baby,1,71.0,77,2,2018,1,6
106876,106876,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,84,One Foot,WALK THE MOON,One FootWALK THE MOON,1,80.0,80,2,2018,1,20
107011,107011,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,84,Most People Are Good,Luke Bryan,Most People Are GoodLuke Bryan,1,94.0,84,2,2018,2,17
107078,107078,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,84,No Roots,Alice Merton,No RootsAlice Merton,1,100.0,84,2,2018,4,14
107112,107112,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,85,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","Krippy KushFarruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",1,86.0,85,2,2017,12,23
107183,107183,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,85,Hardaway,Derez De'Shon,HardawayDerez De'Shon,1,90.0,85,2,2018,2,24
107321,107321,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,86,Medicine,Queen Naija,MedicineQueen Naija,1,45.0,45,2,2018,4,21
107502,107502,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,59,IDGAF,Dua Lipa,IDGAFDua Lipa,1,61.0,54,18,2018,5,26
107525,107525,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,60,Losing Sleep,Chris Young,Losing SleepChris Young,1,62.0,60,18,2018,2,10
107546,107546,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,61,Lemon,N*E*R*D & Rihanna,LemonN*E*R*D & Rihanna,1,56.0,40,18,2018,3,24
107547,107547,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,61,Greatest Love Story,LANCO,Greatest Love StoryLANCO,1,53.0,45,18,2018,1,20
107584,107584,https://www.billboard.com/charts/hot-100/2018-03-31,2018-03-31,63,Gummo,6ix9ine,Gummo6ix9ine,1,52.0,12,18,2018,3,31
107641,107641,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,66,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift,1,76.0,1,18,2018,1,6
107726,107726,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,69,Light It Up,Luke Bryan,Light It UpLuke Bryan,1,73.0,57,18,2018,1,13
107743,107743,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,70,Like I Loved You,Brett Young,Like I Loved YouBrett Young,1,63.0,46,18,2018,2,10
107885,107885,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,65,Say Something,Justin Timberlake Featuring Chris Stapleton,Say SomethingJustin Timberlake Featuring Chris Stapleton,1,41.0,9,13,2018,5,5
108010,108010,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,69,Betrayed,Lil Xan,BetrayedLil Xan,1,64.0,64,13,2018,2,24
108072,108072,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,72,Round Here Buzz,Eric Church,Round Here BuzzEric Church,1,70.0,68,13,2018,1,6
108162,108162,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,76,Singles You Up,Jordan Davis,Singles You UpJordan Davis,1,67.0,50,13,2018,5,12
108203,108203,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,77,Red Roses,Lil Skies Featuring Landon Cube,Red RosesLil Skies Featuring Landon Cube,1,69.0,69,13,2018,4,14
108217,108217,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,78,Candy Paint,Post Malone,Candy PaintPost Malone,1,74.0,50,13,2018,2,3
108434,108434,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,88,Sauce It Up,Lil Uzi Vert,Sauce It UpLil Uzi Vert,1,90.0,49,13,2017,12,9
108624,108624,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,95,Codeine Dreaming,Kodak Black Featuring Lil Wayne,Codeine DreamingKodak Black Featuring Lil Wayne,1,89.0,52,13,2018,3,10
108869,108869,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,2,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage,1,2.0,1,14,2018,1,6
109324,109324,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,8,Bad At Love,Halsey,Bad At LoveHalsey,1,11.0,8,14,2017,12,23
109586,109586,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,13,Stir Fry,Migos,Stir FryMigos,1,12.0,8,14,2018,4,7
110083,110083,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,22,Pray For Me,The Weeknd & Kendrick Lamar,Pray For MeThe Weeknd & Kendrick Lamar,1,30.0,7,14,2018,5,19
110091,110091,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,22,Plug Walk,Rich The Kid,Plug WalkRich The Kid,1,26.0,13,14,2018,5,26
110215,110215,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,25,All The Stars,Kendrick Lamar & SZA,All The StarsKendrick Lamar & SZA,1,19.0,7,14,2018,4,21
110514,110514,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,31,Plain Jane,A$AP Ferg Featuring Nicki Minaj,Plain JaneA$AP Ferg Featuring Nicki Minaj,1,31.0,31,14,2018,1,13
110946,110946,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,43,...Ready For It?,Taylor Swift,...Ready For It?Taylor Swift,1,31.0,4,14,2017,12,23
110970,110970,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,43,Ric Flair Drip,Offset & Metro Boomin,Ric Flair DripOffset & Metro Boomin,1,46.0,39,14,2018,2,17
111009,111009,https://www.billboard.com/charts/hot-100/2017-12-02,2017-12-02,44,Silence,Marshmello Featuring Khalid,SilenceMarshmello Featuring Khalid,1,54.0,42,14,2017,12,2
111089,111089,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,47,Bartier Cardi,Cardi B Featuring 21 Savage,Bartier CardiCardi B Featuring 21 Savage,1,38.0,14,14,2018,4,7
111292,111292,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,53,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And AutomobilesChris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,52.0,46,14,2017,12,30
111408,111408,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,56,Roll In Peace,Kodak Black Featuring XXXTENTACION,Roll In PeaceKodak Black Featuring XXXTENTACION,1,59.0,53,14,2017,12,9
111450,111450,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,57,Round Here Buzz,Eric Church,Round Here BuzzEric Church,1,72.0,57,14,2018,1,13
111470,111470,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,58,Outside Today,YoungBoy Never Broke Again,Outside TodayYoungBoy Never Broke Again,1,52.0,31,14,2018,4,28
111566,111566,https://www.billboard.com/charts/hot-100/2018-03-17,2018-03-17,61,River,Eminem Featuring Ed Sheeran,RiverEminem Featuring Ed Sheeran,1,46.0,32,14,2018,3,17
111585,111585,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,61,Pick It Up,Famous Dex Featuring A$AP Rocky,Pick It UpFamous Dex Featuring A$AP Rocky,1,60.0,57,14,2018,3,3
111719,111719,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,66,Betrayed,Lil Xan,BetrayedLil Xan,1,69.0,64,14,2018,3,3
111963,111963,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,77,Singles You Up,Jordan Davis,Singles You UpJordan Davis,1,76.0,50,14,2018,5,19
111976,111976,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,78,Say Something,Justin Timberlake Featuring Chris Stapleton,Say SomethingJustin Timberlake Featuring Chris Stapleton,1,65.0,9,14,2018,5,12
112063,112063,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,82,Candy Paint,Post Malone,Candy PaintPost Malone,1,78.0,50,14,2018,2,10
112381,112381,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,94,Red Roses,Lil Skies Featuring Landon Cube,Red RosesLil Skies Featuring Landon Cube,1,77.0,69,14,2018,4,21
112431,112431,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,96,Sauce It Up,Lil Uzi Vert,Sauce It UpLil Uzi Vert,1,88.0,49,14,2017,12,16
112687,112687,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,3,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage,1,2.0,1,15,2018,1,13
113005,113005,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,8,Bad At Love,Halsey,Bad At LoveHalsey,1,8.0,8,15,2017,12,30
113419,113419,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,17,Stir Fry,Migos,Stir FryMigos,1,13.0,8,15,2018,4,14
113470,113470,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,18,Pray For Me,The Weeknd & Kendrick Lamar,Pray For MeThe Weeknd & Kendrick Lamar,1,22.0,7,15,2018,5,26
113941,113941,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,29,Plain Jane,A$AP Ferg Featuring Nicki Minaj,Plain JaneA$AP Ferg Featuring Nicki Minaj,1,31.0,29,15,2018,1,20
113990,113990,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,31,All The Stars,Kendrick Lamar & SZA,All The StarsKendrick Lamar & SZA,1,25.0,7,15,2018,4,28
114190,114190,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,37,...Ready For It?,Taylor Swift,...Ready For It?Taylor Swift,1,43.0,4,15,2017,12,30
114351,114351,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,41,Ric Flair Drip,Offset & Metro Boomin,Ric Flair DripOffset & Metro Boomin,1,43.0,39,15,2018,2,24
114418,114418,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,43,Silence,Marshmello Featuring Khalid,SilenceMarshmello Featuring Khalid,1,44.0,42,15,2017,12,9
114622,114622,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,51,Bartier Cardi,Cardi B Featuring 21 Savage,Bartier CardiCardi B Featuring 21 Savage,1,47.0,14,15,2018,4,14
114743,114743,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,54,Pick It Up,Famous Dex Featuring A$AP Rocky,Pick It UpFamous Dex Featuring A$AP Rocky,1,61.0,54,15,2018,3,10
114834,114834,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,57,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And AutomobilesChris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,53.0,46,15,2018,1,6
114837,114837,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,57,Roll In Peace,Kodak Black Featuring XXXTENTACION,Roll In PeaceKodak Black Featuring XXXTENTACION,1,56.0,53,15,2017,12,16
114840,114840,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,57,Round Here Buzz,Eric Church,Round Here BuzzEric Church,1,57.0,57,15,2018,1,20
115099,115099,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,66,Betrayed,Lil Xan,BetrayedLil Xan,1,66.0,64,15,2018,3,10
